Watching for file changes with StatReloader
Waiting for apps ready_event.
Apps ready_event triggered. Sending autoreload_started signal.
Watching dir C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates with glob **/*.
Watching dir C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates with glob **/*.
Watching dir C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\locale with glob **/*.mo.
Watching dir C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\whitenoise\runserver_nostatic\locale with glob **/*.mo.
Watching dir C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\locale with glob **/*.mo.
Watching dir C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\locale with glob **/*.mo.
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\display_form.html first seen with mtime 1656954854.2700417
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\errors.html first seen with mtime 1656954854.2700417
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\errors_formset.html first seen with mtime 1656954854.271039
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\field.html first seen with mtime 1656954854.2720368
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\field.strict.html first seen with mtime 1656954854.2740314
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\layout first seen with mtime 1656954854.2859995
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\multifield.html first seen with mtime 1656954854.2750285
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\uni_form.html first seen with mtime 1656954854.2750285
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\uni_formset.html first seen with mtime 1656954854.2770252
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\whole_uni_form.html first seen with mtime 1656954854.278021
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\whole_uni_formset.html first seen with mtime 1656954854.2790186
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\layout\baseinput.html first seen with mtime 1656954854.2800155
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\layout\buttonholder.html first seen with mtime 1656954854.2810125
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\layout\column.html first seen with mtime 1656954854.2820096
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\layout\div.html first seen with mtime 1656954854.2830074
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\layout\fieldset.html first seen with mtime 1656954854.2840047
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\layout\multifield.html first seen with mtime 1656954854.285002
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\lib\site-packages\crispy_forms\templates\uni_form\layout\row.html first seen with mtime 1656954854.2859995
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\404.html first seen with mtime 1657211796.095215
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\base.html first seen with mtime 1657265821.6279116
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\createpoll.html first seen with mtime 1657233063.3838265
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\index.html first seen with mtime 1657263000.8672485
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\polls.html first seen with mtime 1657273482.6366763
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\registration first seen with mtime 1657261798.8057206
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\results.html first seen with mtime 1657232870.6745634
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\slider.html first seen with mtime 1657272957.912876
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\smsapi.html first seen with mtime 1657216339.9200244
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\vote.html first seen with mtime 1657233026.756219
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\registration\login.html first seen with mtime 1657261824.011256
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\templates\registration\register.html first seen with mtime 1657264876.8486772
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1656852584.037608
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py first seen with mtime 1656852581.7145367
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1656852580.542396
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1656852581.4408944
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\migrations\0007_remove_image_title.py first seen with mtime 1657272072.997731
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1656852581.4388983
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1656852583.245976
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1656852580.545391
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1656852581.4398968
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1656852581.4428878
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1656852584.032621
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1656852583.505283
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1656852580.546381
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1656852583.505283
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1656852581.441891
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\migrations\0003_twooptionpoll.py first seen with mtime 1657228362.618718
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py first seen with mtime 1656852581.4379025
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\DjangoApp\wsgi.py first seen with mtime 1657172533.6059668
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1656852580.5443923
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1656852581.4339123
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\migrations\0002_alter_image_img_src.py first seen with mtime 1657172122.1767294
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1656852581.4448824
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\migrations\__init__.py first seen with mtime 1657123485.345348
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\middleware\clickjacking.py first seen with mtime 1656852584.218659
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\migrations\0004_rename_title_twooptionpoll_question.py first seen with mtime 1657229166.0504467
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1656852581.4359102
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\migrations\0008_image_title.py first seen with mtime 1657272307.8784513
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1656852581.4319172
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1656852581.4438848
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\migrations\graph.py first seen with mtime 1656852584.0316236
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\migrations\0001_initial.py first seen with mtime 1657136468.9110065
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1656852581.432915
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1656852581.4428878
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1656852581.7165332
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\migrations\0005_twooptionpoll_option_one_count_and_more.py first seen with mtime 1657232080.0454068
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1656852581.7155347
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\sql\compiler.py first seen with mtime 1656852584.0979817
File C:\Users\bbkub\OneDrive\Pulpit\programming\Python\Django\linode-django\website\migrations\0006_alter_twooptionpoll_option_one_and_more.py first seen with mtime 1657232961.5204897
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\migrations\executor.py first seen with mtime 1656852584.0306263
"GET /smsapi/ HTTP/1.1" 200 3433
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\botocore\configloader.py first seen with mtime 1657144151.2731025
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\cryptography\hazmat\primitives\_asymmetric.py first seen with mtime 1652618974.3377333
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\s3transfer\exceptions.py first seen with mtime 1657144153.7176113
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\_cffi_backend.cp39-win_amd64.pyd first seen with mtime 1652618972.3784933
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\cryptography\hazmat\primitives\serialization\ssh.py first seen with mtime 1652618974.3866012
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\OpenSSL\version.py first seen with mtime 1652618975.360455
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\cryptography\hazmat\backends\openssl\__init__.py first seen with mtime 1652618974.2489731
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\boto3\docs\subresource.py first seen with mtime 1657144153.9796264
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\botocore\retries\throttling.py first seen with mtime 1657144152.8162367
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\botocore\validate.py first seen with mtime 1657144151.3060272
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\shlex.py first seen with mtime 1648072900.0
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\botocore\retries\__init__.py first seen with mtime 1657144152.8082867
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\botocore\docs\bcdoc\restdoc.py first seen with mtime 1657144152.8062644
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\boto3\session.py first seen with mtime 1657144153.9427247
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\boto3\exceptions.py first seen with mtime 1657144153.9417362
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\cryptography\hazmat\backends\openssl\backend.py first seen with mtime 1652618974.2519617
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\cryptography\hazmat\bindings\openssl\binding.py first seen with mtime 1652618974.3347397
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\jmespath\functions.py first seen with mtime 1657144150.9654634
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\messages\storage\base.py first seen with mtime 1656852582.7148855
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\boto3\resources\model.py first seen with mtime 1657144153.9965816
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\s3transfer\delete.py first seen with mtime 1657144153.715616
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\cryptography\hazmat\backends\__init__.py first seen with mtime 1652618974.2479725
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\messages\context_processors.py first seen with mtime 1656852582.7089012
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\OpenSSL\SSL.py first seen with mtime 1652618975.3534884
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\botocore\signers.py first seen with mtime 1657144151.3010273
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\s3transfer\compat.py first seen with mtime 1657144153.7106564
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\jmespath\__init__.py first seen with mtime 1657144150.961492
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\OpenSSL\_util.py first seen with mtime 1652618975.3554676
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\botocore\httpchecksum.py first seen with mtime 1657144151.2860913
File C:\Users\bbkub\AppData\Local\Programs\Python\Python39\Lib\site-packages\boto3\resources\response.py first seen with mtime 1657144153.9985757
